publikacija_id,autor_id
163640,2997
163641,8759
163643,501
163645,603
163649,12155
163660,727
163668,12156
163669,6242
163671,6336
163673,865
163676,599
163676,600
163695,10961
163700,235
163702,1063
163706,7477
163710,837
163717,1440
163727,136
163729,111
163748,2914
163750,3996
163753,12157
163755,3581
163761,48
163762,4020
163766,12158
163769,12159
163770,1563
163774,12160
163775,127
163776,12161
163781,290
163783,336
163788,12162
163788,12163
163795,4464
163803,7271
163805,78
163807,12164
163811,1091
163814,4062
163823,639
163835,105
163837,1303
163840,870
163852,2339
163856,12165
163859,2815
163864,12166
163865,12167
163867,818
163870,512
163874,2102
163876,1285
163880,3260
163892,6581
163895,8645
163909,663
163924,1177
163931,459
163934,105
163935,291
163936,12168
163956,44
163961,4352
163965,12169
163976,486
163977,11251
163979,1275
163991,328
163992,919
164000,12170
164011,501
164015,298
164020,3805
164026,2869
164037,7847
164042,12171
164046,2444
164060,3869
164065,5490
164083,6269
164090,12172
164093,74
164094,1299
164102,6193
164107,12173
164116,1071
164116,1072
164117,1186
164119,12174
164122,1193
164124,4977
164131,12175
164131,12176
164146,2478
164171,143
164179,12177
164182,12178
164184,5156
164195,280
164202,2971
164207,2802
164222,368
164223,11717
164224,4357
164224,12179
164229,150
164231,12180
164239,603
164248,12181
164256,671
164260,12182
164269,1768
164269,1769
164276,556
164277,9571
164277,12183
164285,12184
164287,8583
164299,12185
164301,1303
164306,12186
164311,12187
164326,3881
164332,2667
164340,1291
164341,11606
164345,12188
164347,337
164356,275
164367,553
164380,701
164389,5271
164390,12189
164394,12190
164402,531
164406,25
164412,99
164415,563
164416,194
164417,969
164428,1180
164437,556
164441,116
164443,669
164445,5371
164447,2836
164451,12191
164458,552
164459,12192
164462,859
164465,8384
164468,12193
164470,53
164471,12194
164473,9973
164478,8116
164480,1872
164487,662
164501,1295
164504,690
164504,691
164509,12195
164534,12196
164534,12197
164545,2022
164556,10931
164557,2021
164561,336
164573,1543
164584,12198
164584,12199
164586,7103
164591,549
164593,3243
164600,1558
164603,1535
164610,7862
164617,12200
164632,12201
164638,631
164646,5841
164651,7990
164655,95
164662,12202
164663,12203
164673,7241
164675,12204
164676,12205
164681,999
164682,2631
